theta	default	cwm
-17.0	2.9471950326454848	3.059920331675652
-16.656565656565657	3.3777072939920574	3.4782372127328
-16.313131313131315	3.7968336440394634	3.8854866200875455
-15.969696969696969	4.20475444558772	4.281844096775758
-15.626262626262626	4.6016440872522155	4.667479370750136
-15.282828282828284	4.987671152137063	5.042556519090386
-14.939393939393941	5.362998579462371	5.407234125353502
-14.595959595959593	5.72778381943596	5.761665430346912
-14.252525252525253	6.08217898164527	6.105998476593067
-13.90909090909091	6.426330977230698	6.440376246739784
-13.565656565656568	6.760381655088387	6.764936796157802
-13.222222222222221	7.084467932337709	7.079813379954636
-12.878787878787879	7.398721919276568	7.385134574621931
-12.535353535353536	7.703271039036275	7.681024394522527
-12.191919191919192	7.998238142136849	7.967602403412744
-11.848484848484848	8.283741616133396	8.244983821185542
-11.505050505050505	8.55989549053426	8.513279626010506
-11.161616161616163	8.826809537162552	8.772596652037652
-10.818181818181818	9.084589366123703	9.023037682823523
-10.474747474747474	9.333336517533251	9.264701540629623
-10.131313131313131	9.573148549151217	9.497683171735744
-9.787878787878789	9.80411912006158	9.722073727903012
-9.444444444444445	10.026338070528357	9.937960644114671
-9.1010101010101	10.23989149815253	10.145427712715655
-8.757575757575758	10.444861830447804	10.344555154065684
-8.414141414141415	10.64132789394649	10.535419683814391
-8.070707070707071	10.829364979941067	10.718094576901112
-7.7272727272727275	11.009044906960913	10.892649728376306
-7.383838383838384	11.180436080078366	11.059151711136225
-7.0404040404040416	11.343603547132803	11.217663830657209
-6.696969696969697	11.498609051956363	11.368246176811008
-6.353535353535353	11.64551108468004	11.510955672837781
-6.01010101010101	11.784364929194133	11.645846121548836
-5.666666666666668	11.915222707832474	11.77296824882664
-5.3232323232323235	12.038133423345489	11.892369744485517
-4.979797979797979	12.153142998222908	12.004095300552153
-4.636363636363637	12.260294311422795	12.108186647021185
-4.292929292929294	12.359627232559697	12.204682585137173
-3.9494949494949503	12.451178653600756	12.293619018250592
-3.6060606060606055	12.534982518114946	12.3750289802918
-3.262626262626263	12.611069848117001	12.448942661903393
-2.9191919191919204	12.679468768543964	12.515387434267955
-2.575757575757576	12.740204529398918	12.574387870664797
-2.232323232323232	12.79329952559305	12.62596576578603
-1.8888888888888893	12.838773314513855	12.670140152839082
-1.5454545454545467	12.876642631344136	12.706927318459568
-1.2020202020202027	12.906921402153165	12.73634081545542
-0.8585858585858581	12.929620754778238	12.758391473399993
-0.5151515151515156	12.944749027511868	12.77308740708892
-0.17171717171717304	12.95231177560661	12.780434022872527
0.1717171717171695	12.95231177560661	12.780434022872527
0.5151515151515156	12.944749027511868	12.77308740708892
0.8585858585858581	12.929620754778238	12.758391473399993
1.2020202020202007	12.906921402153165	12.73634081545542
1.5454545454545467	12.876642631344136	12.706927318459568
1.8888888888888893	12.838773314513855	12.670140152839082
2.232323232323232	12.79329952559305	12.62596576578603
2.5757575757575744	12.740204529398918	12.574387870664797
2.919191919191917	12.679468768543964	12.515387434267955
3.262626262626263	12.611069848117001	12.448942661903393
3.6060606060606055	12.534982518114946	12.3750289802918
3.949494949494948	12.451178653600756	12.293619018250592
4.292929292929294	12.359627232559697	12.204682585137173
4.636363636363637	12.260294311422795	12.108186647021185
4.979797979797979	12.153142998222908	12.004095300552153
5.323232323232322	12.038133423345492	11.892369744485517
5.666666666666664	11.915222707832475	11.772968248826643
6.01010101010101	11.784364929194133	11.645846121548836
6.353535353535353	11.64551108468004	11.510955672837781
6.6969696969696955	11.498609051956365	11.368246176811008
7.0404040404040416	11.343603547132803	11.217663830657209
7.383838383838384	11.180436080078366	11.059151711136225
7.7272727272727275	11.009044906960913	10.892649728376306
8.07070707070707	10.829364979941069	10.718094576901112
8.414141414141412	10.641327893946492	10.535419683814393
8.757575757575758	10.444861830447804	10.344555154065684
9.1010101010101	10.23989149815253	10.145427712715655
9.444444444444443	10.026338070528357	9.937960644114673
9.787878787878789	9.80411912006158	9.722073727903012
10.131313131313131	9.573148549151217	9.497683171735744
10.474747474747474	9.333336517533251	9.264701540629623
10.818181818181817	9.084589366123705	9.023037682823524
11.161616161616159	8.826809537162553	8.772596652037654
11.505050505050505	8.55989549053426	8.513279626010506
11.848484848484848	8.283741616133396	8.244983821185542
12.19191919191919	7.9982381421368505	7.967602403412746
12.535353535353536	7.703271039036275	7.681024394522527
12.878787878787879	7.398721919276568	7.385134574621931
13.222222222222221	7.084467932337709	7.079813379954636
13.565656565656564	6.760381655088387	6.764936796157802
13.909090909090907	6.426330977230702	6.4403762467397865
14.252525252525253	6.08217898164527	6.105998476593067
14.595959595959593	5.72778381943596	5.761665430346912
14.939393939393938	5.3629985794623725	5.407234125353505
15.282828282828284	4.987671152137063	5.042556519090386
15.626262626262623	4.601644087252218	4.667479370750136
15.969696969696969	4.20475444558772	4.281844096775758
16.313131313131315	3.7968336440394634	3.8854866200875455
16.656565656565654	3.377707293992059	3.478237212732802
17.0	2.9471950326454848	3.059920331675652
