k5;S5
0.0683977725;2.6087923438284566e-08
0.07211002775470755;1.6552570303983316e-07
0.07602376382629554;8.588003198637653e-07
0.0801499159863942;3.717816623999877e-06
0.08450001301308989;1.367558795470571e-05
0.08908620940319455;4.344944883436419e-05
0.09392131933281958;0.00012101840262916689
0.09901885246114368;0.0002995324965708304
0.10439305167741189;0.0006671531750669421
0.11005893289663476;0.0013530748663224388
0.11603232701517914;0.002526712220098852
0.12232992414347806;0.004389392952248791
0.12896932023944893;0.007159634653442876
0.13596906627291735;0.011052510482647613
0.14334872005841626;0.016252061276640983
0.15112890090118355;0.022876496722020075
0.15933134720904532;0.030940399452377556
0.16797897723115474;0.04032359774603894
0.17709595309329632;0.05075829626270524
0.18670774830867462;0.06184217853040195
0.19684121895281712;0.07307723579375132
0.20752467870146077;0.08392611253774335
0.21878797794108135;0.09387330653813525
0.23066258717310884;0.1024787815401367
0.2431816849448646;0.10941533960836106
0.25638025055290703;0.11448630785410252
0.27029516177780494;0.11762476977711253
0.2849652979234182;0.11887861755066743
0.30043164844858344;0.11838691149255462
0.3167374274947315;0.11635278464096384
0.3339281946294342;0.11301702172735104
0.3520519821432471;0.10863502783782017
0.3711594292555266;0.10345857048960826
0.3913039236041997;0.09772263318098862
0.41254175041482233;0.090675738132005
0.4349322497657138;0.08368976644278472
0.45853798238857874;0.07700695782806224
0.4834249044678759;0.07065738248729167
0.5096625519273362;0.0646627381445044
0.5373242347185399;0.05903634057604469
0.5664872416544106;0.053783751361866604
0.597233056359946;0.04890376221437033
0.6296475849435669;0.04438953446914627
0.6638213960252167;0.040229757546153544
0.6998499737918672;0.03640974081579256
0.7378339847874853;0.032912390657952054
0.7778795591828964;0.029719050748325537
0.8200985873114262;0.02681020109281727
0.864609032298872;0.024166022232901298
0.9115352596613066;0.021766837206145695
0.9610083847916447;0.019593446737774016
1.013166639305866;0.017551253669619626
1.068155757272501;0.015707917521345212
1.1261293824045324;0.01405722749928626
1.1872494973514303;0.012579605865153177
1.2516868762908064;0.011257303833623847
1.3196215620842509;0.010074269899533684
1.391243369330571;0.009016018327392787
1.4667524147219895;0.008069500459578145
1.5463596761851708;0.007222980796457328
1.630287582369342;0.006465919209005224
1.7187706341285935;0.005788860159894069
1.812056059734828;0.0051833294235176935
1.9104045056520578;0.004641738496727729
2.014090764802147;0.00415729666705188
2.1234045443568053;0.003723930541069304
2.238651275201124;0.0033362107207782392
2.360152965330332;0.002989285239991215
2.4882490995642526;0.0026788193273340217
2.623297588093301;0.002400941040075118
2.765675766506362;0.002152192307869379
2.9157814500946775;0.0019294849328312293
3.0740340453775525;0.0017300611084163408
3.2408757219555837;0.001551458041479367
3.416772647965618;0.0013914762873582214
3.602216292589446;0.001248151435234235
3.797724799255483;0.0011197288090920106
4.003844433370311;0.0010046408774580802
4.22115110862513;0.0009014870921077175
4.450251996141725;0.0008090159016755043
4.691787220954052;0.0007261087103250393
4.946431650565503;0.0006517655741816617
5.214896780579256;0.0005850924490500574
5.497932722670245;0.0005252898220291466
5.79633030045337;0.0004716425770456199
6.110923259103868;0.0004235109601299506
6.442590594903769;0.0003803225245478221
6.792259011223336;0.00034156494877913375
7.160905507799647;0.0003067796319139686
7.549560110547029;0.00027555598141831817
7.9593087495265875;0.0002475263175174398
8.391296293116104;0.0002223613267524992
8.846729746858017;0.00019976600468171455
9.326881625923246;0.00017947603430928754
9.833093510613915;0.000161254552715816
10.366779794839145;0.0001448892636076765
10.92943163803751;0.0001301898581683869
11.522621131588215;0.00011698571074418049
12.148005691352092;0.00010512381958490803
12.80733268861563;9.446696614023501e-05
